,id,title,description,price,link,image_link,brand,color,shipping,size,custom_label_0,custom_label_1,custom_label_2,category
1186,139301,Fabbro Men Genuine Leather Casual Belt - Shape Black - 036,Fabbro Men Genuine Leather Casual Belt - Shape Black - 036,1999.00 ,https://www.ezmall.com/men/men-accessories/belts/fabbro-men-genuine-leather-casual-belt-shape-black-036/1020001,https://cdn.ezmall.com/0/images/product/139301/21_Pick_any_1_Casual_Leather_belt_8_Option_367X477.jpg,Fabbro,no color,0.00 INR,"32,38,36,34,42,40",Men,Men Accessories,Belts,Apparel & Accessories
1187,139302,Fabbro Men Genuine Leather Wallet Black - 048,Fabbro Men Genuine Leather Wallet Black - 048,999.00 ,https://www.ezmall.com/men/men-accessories/wallets/fabbro-men-genuine-leather-wallet-black-048/1020011,https://cdn.ezmall.com/0/images/product/139302/01_pick_any_1_wallet_show_6_thirdoption_367X477.jpg,Fabbro,no color,0.00 INR,no size,Men,Men Accessories,Wallets,Apparel & Accessories
1188,139305,Fabbro Men Genuine Leather Casual Belt - Designed Beige-033,Fabbro Men Genuine Leather Casual Belt - Designed Beige-033,1999.00 ,https://www.ezmall.com/men/men-accessories/belts/fabbro-men-genuine-leather-casual-belt-designed-beige-033/1020029,https://cdn.ezmall.com/0/images/product/139305/07_Pick_any_1_Casual_Leather_belt_8_Option_367X477.jpg,Fabbro,no color,0.00 INR,"40,32,36,42,34,38",Men,Men Accessories,Belts,Apparel & Accessories
1189,139306,Fabbro Men Genuine Leather Casual Belt - Brown-031,Fabbro Men Genuine Leather Casual Belt - Brown-031,1999.00 ,https://www.ezmall.com/men/men-accessories/belts/fabbro-men-genuine-leather-casual-belt-brown-031/1020031,https://cdn.ezmall.com/0/images/product/139306/04_Show_9_Solid_Belt_367X477.jpg,Fabbro,no color,0.00 INR,"34,40,32,42,38,36",Men,Men Accessories,Belts,Apparel & Accessories
1190,139308,Fabbro Men Genuine Leather Casual Belt - Faded Brown - 029,Fabbro Men Genuine Leather Casual Belt - Faded Brown - 029,1999.00 ,https://www.ezmall.com/men/men-accessories/belts/fabbro-men-genuine-leather-casual-belt-faded-brown-029/1020049,https://cdn.ezmall.com/0/images/product/139308/11_Pick_any_1_Casual_Leather_belt_8_Option_367X477.jpg,Fabbro,no color,0.00 INR,no size,Men,Men Accessories,Belts,Apparel & Accessories
1191,139310,Fabbro Men Genuine Leather Casual Belt - Black -028,Fabbro Men Genuine Leather Casual Belt - Black -028,1999.00 ,https://www.ezmall.com/men/men-accessories/belts/fabbro-men-genuine-leather-casual-belt-black-028/1020057,https://cdn.ezmall.com/0/images/product/139310/04_Pick_any_1_Casual_Leather_belt_8_Option_367X477.jpg,Fabbro,no color,0.00 INR,"34,32,38,42,40,36",Men,Men Accessories,Belts,Apparel & Accessories
1192,139314,Fabbro Men Genuine Leather Wallet Brown - 047,Fabbro Men Genuine Leather Wallet Brown - 047,999.00 ,https://www.ezmall.com/men/men-accessories/wallets/fabbro-men-genuine-leather-wallet-brown-047/1020115,https://cdn.ezmall.com/0/images/product/139314/01_pick_any_1_wallet_show_6_secound_option_367X477.jpg,Fabbro,no color,0.00 INR,no size,Men,Men Accessories,Wallets,Apparel & Accessories
1193,139316,Fabbro Men Genuine Leather Wallet Strap With Button Black - 046,Fabbro Men Genuine Leather Wallet Strap With Button Black - 046,999.00 ,https://www.ezmall.com/men/men-accessories/wallets/fabbro-men-genuine-leather-wallet-strap-with-button-black-046/1020141,https://cdn.ezmall.com/0/images/product/139316/01_pick_any_1_wallet_show_6_fourthoption_367X477.jpg,Fabbro,no color,0.00 INR,no size,Men,Men Accessories,Wallets,Apparel & Accessories
1194,139317,Fabbro Men Reversible Genuine Leather Formal Belt- Black & Rough Black - 044,Fabbro Men Reversible Genuine Leather Formal Belt- Black & Rough Black - 044,1999.00 ,https://www.ezmall.com/men/men-accessories/belts/fabbro-men-reversible-genuine-leather-formal-belt-black-rough-black-044/1020143,https://cdn.ezmall.com/0/images/product/139317/01_number_7_Pick_any_1_Ribel_Sibel_belt_367X477.jpg,Fabbro,no color,0.00 INR,"38,32,42,36,40,34",Men,Men Accessories,Belts,Apparel & Accessories
1195,139318,Fabbro Men Reversible Genuine Leather Formal Textured Belt - Black & Black-039,Fabbro Men Reversible Genuine Leather Formal Textured Belt - Black & Black-039,1999.00 ,https://www.ezmall.com/men/men-accessories/belts/fabbro-men-reversible-genuine-leather-formal-textured-belt-black-black-039/1020145,https://cdn.ezmall.com/0/images/product/139318/01_5_number_Pick_any_1_Ribel_Sibel_belt_367X477.jpg,Fabbro,no color,0.00 INR,"40,36,38,42,34,32",Men,Men Accessories,Belts,Apparel & Accessories
1196,139319,Fabbro Men Reversible Genuine Leather Formal Belt Black & Light Brown - 038,Fabbro Men Reversible Genuine Leather Formal Belt Black & Light Brown - 038,1999.00 ,https://www.ezmall.com/men/men-accessories/belts/fabbro-men-reversible-genuine-leather-formal-belt-black-light-brown-038/1020149,https://cdn.ezmall.com/0/images/product/139319/01_5_number_Pick_any_1_Ribel_Sibel_belt_367X477.jpg,Fabbro,no color,0.00 INR,"34,36,40,42,38,32",Men,Men Accessories,Belts,Apparel & Accessories
1197,139320,Fabbro Men Reversible Genuine Leather Formal Belt- Black & coffee - 042,Fabbro Men Reversible Genuine Leather Formal Belt- Black & coffee - 042,1999.00 ,https://www.ezmall.com/men/men-accessories/belts/fabbro-men-reversible-genuine-leather-formal-belt-black-coffee-042/1020153,https://cdn.ezmall.com/0/images/product/139320/01_6_number_Pick_any_1_Ribel_Sibel_belt_367X477.jpg,Fabbro,no color,0.00 INR,"40,32,36,34,38,42",Men,Men Accessories,Belts,Apparel & Accessories
1198,139321,Fabbro Men Reversible Genuine Leather Formal Belt - Black & Brown - 041,Fabbro Men Reversible Genuine Leather Formal Belt - Black & Brown - 041,1999.00 ,https://www.ezmall.com/men/men-accessories/belts/fabbro-men-reversible-genuine-leather-formal-belt-black-brown-041/1020155,https://cdn.ezmall.com/0/images/product/139321/01_new_Pick_any_1_Ribel_Sibel_belt_367X477.jpg,Fabbro,no color,0.00 INR,"38,40,32,34,36,42",Men,Men Accessories,Belts,Apparel & Accessories
1199,139322,Fabbro Men Reversible Genuine Leather Formal Belt - Black & Brown-040,Fabbro Men Reversible Genuine Leather Formal Belt - Black & Brown-040,1999.00 ,https://www.ezmall.com/men/men-accessories/belts/fabbro-men-reversible-genuine-leather-formal-belt-black-brown-040/1020157,https://cdn.ezmall.com/0/images/product/139322/01_fourth_Pick_any_1_Ribel_Sibel_belt_367X477.jpg,Fabbro,no color,0.00 INR,"42,38,34,40,32,36",Men,Men Accessories,Belts,Apparel & Accessories
1200,139325,Fabbro Men Reversible Genuine Leather Formal Belt- Textured Black & Dark Brown - 043,Fabbro Men Reversible Genuine Leather Formal Belt- Textured Black & Dark Brown - 043,1999.00 ,https://www.ezmall.com/men/men-accessories/belts/fabbro-men-reversible-genuine-leather-formal-belt-textured-black-dark-brown-043/1020169,https://cdn.ezmall.com/0/images/product/139325/01_5_number_Pick_any_1_Ribel_Sibel_belt_367X477.jpg,Fabbro,no color,0.00 INR,"42,40,38,36,32,34",Men,Men Accessories,Belts,Apparel & Accessories
1201,139328,Fabbro Men Genuine Leather Wallet - Black-045,Fabbro Men Genuine Leather Wallet - Black-045,999.00 ,https://www.ezmall.com/men/men-accessories/wallets/fabbro-men-genuine-leather-wallet-black-045/1020189,https://cdn.ezmall.com/0/images/product/139328/01_pick_any_1_wallet_show_6_firstoption_367X477.jpg,Fabbro,no color,0.00 INR,no size,Men,Men Accessories,Wallets,Apparel & Accessories
1202,139333,Fabbro Men Genuine Leather Wallet - Black - 049,Fabbro Men Genuine Leather Wallet - Black - 049,999.00 ,https://www.ezmall.com/men/men-accessories/wallets/fabbro-men-genuine-leather-wallet-black-049/1020245,https://cdn.ezmall.com/0/images/product/139333/01_pick_any_1_wallet_show_6_sixoption_367X477.jpg,Fabbro,no color,0.00 INR,no size,Men,Men Accessories,Wallets,Apparel & Accessories
1203,139334,Fabbro Men Casual Genuine Leather Wallet - Light Brown-03,Fabbro Men Casual Genuine Leather Wallet - Light Brown-03,1999.00 ,https://www.ezmall.com/men/men-accessories/wallets/fabbro-men-casual-genuine-leather-wallet-light-brown-03/1020247,https://cdn.ezmall.com/0/images/product/139334/01_fabblo_wallet_show__third_option_5_367X477.jpg,Fabbro,no color,0.00 INR,no size,Men,Men Accessories,Wallets,Apparel & Accessories
1204,139336,Fabbro Men Casual Genuine Leather Wallet - Light Brown-013,Fabbro Men Casual Genuine Leather Wallet - Light Brown-013,1999.00 ,https://www.ezmall.com/men/men-accessories/wallets/fabbro-men-casual-genuine-leather-wallet-light-brown-013/1020251,https://cdn.ezmall.com/0/images/product/139336/option_01_Fabbro_Men_Casual_Genuine_Leather_Wallet_show_4_367X477.jpg,Fabbro,no color,0.00 INR,no size,Men,Men Accessories,Wallets,Apparel & Accessories
1205,139337,Fabbro Casual Men Genuine Leather Wallet - Black - 08,Fabbro Casual Men Genuine Leather Wallet - Black - 08,1999.00 ,https://www.ezmall.com/men/men-accessories/wallets/fabbro-casual-men-genuine-leather-wallet-black-08/1020253,https://cdn.ezmall.com/0/images/product/139337/13_Jipper_Wallet_6_Opption_367X477.jpg,Fabbro,no color,0.00 INR,no size,Men,Men Accessories,Wallets,Apparel & Accessories
1206,139338,Fabbro Casual Men Genuine Leather Wallet - Brown-011,Fabbro Casual Men Genuine Leather Wallet - Brown-011,1999.00 ,https://www.ezmall.com/men/men-accessories/wallets/fabbro-casual-men-genuine-leather-wallet-brown-011/1020255,https://cdn.ezmall.com/0/images/product/139338/16_Jipper_Wallet_6_Opption_367X477.jpg,Fabbro,no color,0.00 INR,no size,Men,Men Accessories,Wallets,Apparel & Accessories
1207,139340,Fabbro Men Genuine Leather Designer Wallet - Brown - 012,Fabbro Men Genuine Leather Designer Wallet - Brown - 012,1999.00 ,https://www.ezmall.com/men/men-accessories/wallets/fabbro-men-genuine-leather-designer-wallet-brown-012/1020259,https://cdn.ezmall.com/0/images/product/139340/01_Fabbro_Men_Casual_Genuine_Leather_Walletoption_Six_show_4_367X477.jpg,Fabbro,no color,0.00 INR,no size,Men,Men Accessories,Wallets,Apparel & Accessories
1208,139341,Fabbro Men Genuine Leather Wallet - Brown - 10,Fabbro Men Genuine Leather Wallet - Brown - 10,1999.00 ,https://www.ezmall.com/men/men-accessories/wallets/fabbro-men-genuine-leather-wallet-brown-10/1020261,https://cdn.ezmall.com/0/images/product/139341/01_fabblo_wallet_show_5_new_option_367X477.jpg,Fabbro,no color,0.00 INR,no size,Men,Men Accessories,Wallets,Apparel & Accessories
1209,139342,Fabbro Men Casual Genuine Leather Wallet - Coffee-06,Fabbro Men Casual Genuine Leather Wallet - Coffee-06,1999.00 ,https://www.ezmall.com/men/men-accessories/wallets/fabbro-men-casual-genuine-leather-wallet-coffee-06/1020263,https://cdn.ezmall.com/0/images/product/139342/01_Jipper_Wallet_6_Opption_367X477.jpg,Fabbro,no color,0.00 INR,no size,Men,Men Accessories,Wallets,Apparel & Accessories
1210,139343,Fabbro Men Genuine Leather Wallet - Solid Black - 09,Fabbro Men Genuine Leather Wallet - Solid Black - 09,1999.00 ,https://www.ezmall.com/men/men-accessories/wallets/fabbro-men-genuine-leather-wallet-solid-black-09/1020265,https://cdn.ezmall.com/0/images/product/139343/01_Fabbro_Men_Casual_Genuine_Leather_Wallet_option_two_show_4_367X477.jpg,Fabbro,no color,0.00 INR,no size,Men,Men Accessories,Wallets,Apparel & Accessories
1211,139344,Fabbro Men Genuine Leather Wallet Black with stitching - 050,Fabbro Men Genuine Leather Wallet Black with stitching - 050,999.00 ,https://www.ezmall.com/men/men-accessories/wallets/fabbro-men-genuine-leather-wallet-black-with-stitching-050/1020267,https://cdn.ezmall.com/0/images/product/139344/01_pick_any_1_wallet_show_6__fifthoption_367X477.jpg,Fabbro,no color,0.00 INR,no size,Men,Men Accessories,Wallets,Apparel & Accessories
1212,139346,Fabbro Men Genuine Leather Wallet - Brown-014,Fabbro Men Genuine Leather Wallet - Brown-014,1999.00 ,https://www.ezmall.com/men/men-accessories/wallets/fabbro-men-genuine-leather-wallet-brown-014/1020271,https://cdn.ezmall.com/0/images/product/139346/01_Fabbro_Men_Casual_Genuine_Leather_Walletfourth_option_show_4_367X477.jpg,Fabbro,no color,0.00 INR,no size,Men,Men Accessories,Wallets,Apparel & Accessories
1213,139347,Fabbro Men Genuine Leather Wallet - Black-07,Fabbro Men Genuine Leather Wallet - Black-07,1999.00 ,https://www.ezmall.com/men/men-accessories/wallets/fabbro-men-genuine-leather-wallet-black-07/1020273,https://cdn.ezmall.com/0/images/product/139347/01_fabbro_wallet_show_5_option_secound_367X477.jpg,Fabbro,no color,0.00 INR,no size,Men,Men Accessories,Wallets,Apparel & Accessories
1214,139348,Fabbro Men Casual Genuine Leather Wallet - Brown Stitching-04,Fabbro Men Casual Genuine Leather Wallet - Brown Stitching-04,1999.00 ,https://www.ezmall.com/men/men-accessories/wallets/fabbro-men-casual-genuine-leather-wallet-brown-stitching-04/1020275,https://cdn.ezmall.com/0/images/product/139348/01_fabbro_wallet_show_5_367X477.jpg,Fabbro,no color,0.00 INR,no size,Men,Men Accessories,Wallets,Apparel & Accessories
1215,139350,Fabbro Men Casual Genuine Leather Wallet - Blue - 015,Fabbro Men Casual Genuine Leather Wallet - Blue - 015,1999.00 ,https://www.ezmall.com/men/men-accessories/wallets/fabbro-men-casual-genuine-leather-wallet-blue-015/1020279,https://cdn.ezmall.com/0/images/product/139350/01_Fabbro_Men_Casual_Genuine_Leather_Walletoption_2_show_4_367X477.jpg,Fabbro,no color,0.00 INR,no size,Men,Men Accessories,Wallets,Apparel & Accessories
1216,139351,Fabbro Men Casual Genuine Leather Wallet - Light Brown Stitching - 05,Fabbro Men Casual Genuine Leather Wallet - Light Brown Stitching - 05,1999.00 ,https://www.ezmall.com/men/men-accessories/wallets/fabbro-men-casual-genuine-leather-wallet-light-brown-stitching-05/1020281,https://cdn.ezmall.com/0/images/product/139351/01_option_third_Fabbro_Men_Casual_Genuine_Leather_Wallet_show_4_367X477.jpg,Fabbro,no color,0.00 INR,no size,Men,Men Accessories,Wallets,Apparel & Accessories
1217,139352,Fabbro Men Casual Genuine Leather Wallet - Chain Brown-017,Fabbro Men Casual Genuine Leather Wallet - Chain Brown-017,1999.00 ,https://www.ezmall.com/men/men-accessories/wallets/fabbro-men-casual-genuine-leather-wallet-chain-brown-017/1020283,https://cdn.ezmall.com/0/images/product/139352/07_Jipper_Wallet_6_Opption_367X477.jpg,Fabbro,no color,0.00 INR,no size,Men,Men Accessories,Wallets,Apparel & Accessories
1218,139353,Fabbro Men Genuine Leather Wallet - Black-02,Fabbro Men Genuine Leather Wallet - Black-02,1999.00 ,https://www.ezmall.com/men/men-accessories/wallets/fabbro-men-genuine-leather-wallet-black-02/1020285,https://cdn.ezmall.com/0/images/product/139353/04_Jipper_Wallet_6_Opption_367X477.jpg,Fabbro,no color,0.00 INR,no size,Men,Men Accessories,Wallets,Apparel & Accessories
1219,139354,Fabbro Men Genuine Leather Wallet - Dark Brown- 01,Fabbro Men Genuine Leather Wallet - Dark Brown- 01,1999.00 ,https://www.ezmall.com/men/men-accessories/wallets/fabbro-men-genuine-leather-wallet-dark-brown-01/1020287,https://cdn.ezmall.com/0/images/product/139354/10_Jipper_Wallet_6_Opption_367X477.jpg,Fabbro,no color,0.00 INR,no size,Men,Men Accessories,Wallets,Apparel & Accessories
1220,139356,Fabbro Men Genuine Leather Wallet- Black-016,Fabbro Men Genuine Leather Wallet- Black-016,1999.00 ,https://www.ezmall.com/men/men-accessories/wallets/fabbro-men-genuine-leather-wallet-black-016/1020291,https://cdn.ezmall.com/0/images/product/139356/01_fabblo_wallet_show_5_fifth_option_367X477.jpg,Fabbro,no color,0.00 INR,no size,Men,Men Accessories,Wallets,Apparel & Accessories
1221,139357,Fabbro Men Genuine Leather Wallet - Glossy Black-018,Fabbro Men Genuine Leather Wallet - Glossy Black-018,1999.00 ,https://www.ezmall.com/men/men-accessories/wallets/fabbro-men-genuine-leather-wallet-glossy-black-018/1020293,https://cdn.ezmall.com/0/images/product/139357/01_fabblo_wallet_show_5_sixoption_367X477.jpg,Fabbro,no color,0.00 INR,no size,Men,Men Accessories,Wallets,Apparel & Accessories
1222,139362,Pick Any 1 Warm Woollen Kurta,Pick Any 1 Warm Woollen Kurta,1499.00 ,https://www.ezmall.com/women/ethnic-wear/kurtas-suits/kurtas/pick-any-1-warm-woollen-kurta/1020375,https://cdn.ezmall.com/0/images/product/139362/09_Pick_Any_1_Warm_Woollen_Kurta_367X477.jpg,Arrezo,"RED,BLUE,PINK,BLACK,NAVY BLUE",101.00 INR,no size,Women,Ethnic Wear,Kurtas & Suits,Apparel & Accessories
1223,139363,Pick Any 1 Winter Fashion Kurta,Pick Any 1 Winter Fashion Kurta,1499.00 ,https://www.ezmall.com/women/ethnic-wear/kurtas-suits/kurtas/pick-any-1-winter-fashion-kurta/1020377,https://cdn.ezmall.com/0/images/product/139363/01_Pick_Any_1_Winter_Fashion_Kurta_367X477.jpg,Arrezo,"BLACK,RED,PINK,PEACH",101.00 INR,no size,Women,Ethnic Wear,Kurtas & Suits,Apparel & Accessories
1224,139364,Pick Any 1 Cosy Winter Kurta,Pick Any 1 Cosy Winter Kurta,1599.00 ,https://www.ezmall.com/women/ethnic-wear/kurtas-suits/kurtas/pick-any-1-cosy-winter-kurta/1020381,https://cdn.ezmall.com/0/images/product/139364/05_Pick_Any_1_Cosy_Winter_Kurta_367X477.jpg,Arrezo,"BLACK,GREY,NAVY BLUE,RED,CAMEL",101.00 INR,no size,Women,Ethnic Wear,Kurtas & Suits,Apparel & Accessories
1225,139365,Pick Any 1 Woollen Elegance Kurta Palazzo Set,Pick Any 1 Woollen Elegance Kurta Palazzo Set,2999.00 ,https://www.ezmall.com/women/ethnic-wear/kurtas-suits/kurtas/pick-any-1-woollen-elegance-kurta-palazzo-set/1020385,https://cdn.ezmall.com/0/images/product/139365/13_Pick_Any_1_Woollen_Elegance_Kurta_Palazzo_Set_367X477.jpg,Arrezo,"BLACK,CAMEL,NAVY BLUE,RED",101.00 INR,no size,Women,Ethnic Wear,Kurtas & Suits,Apparel & Accessories
1226,139366,Pick Any 1 Trendy Winter Kurta,Pick Any 1 Trendy Winter Kurta,1599.00 ,https://www.ezmall.com/women/ethnic-wear/kurtas-suits/kurtas/pick-any-1-trendy-winter-kurta/1020397,https://cdn.ezmall.com/0/images/product/139366/09_Pick_Any_1_Trendy_Winter_Kurta_367X477.jpg,Arrezo,"NAVY BLUE,CAMEL,RED",101.00 INR,no size,Women,Ethnic Wear,Kurtas & Suits,Apparel & Accessories
1227,139367,Pick Any 1 Graceful Woollen Kurta,Pick Any 1 Graceful Woollen Kurta,1599.00 ,https://www.ezmall.com/women/ethnic-wear/kurtas-suits/kurtas/pick-any-1-graceful-woollen-kurta/1020401,https://cdn.ezmall.com/0/images/product/139367/13_Pick_Any_1_Graceful_Woollen_Kurta_367X477.jpg,Arrezo,"BLACK,RED,CAMEL,NAVY BLUE",101.00 INR,no size,Women,Ethnic Wear,Kurtas & Suits,Apparel & Accessories
1228,139369,U&Me Portable Bluetooth Speaker A005,U&Me Portable Bluetooth Speaker A005,1999.00 ,https://www.ezmall.com/electronics-appliances/electronics/speakers/u-me-portable-bluetooth-speaker-a005/1020427,https://cdn.ezmall.com/0/images/product/139369/02_139369_U_Me_Portable_Bluetooth_Speaker_A005_Blue_367X477.jpg,U&Me,"BROWN,GREY,BLUE",51.00 INR,no size,Electronics & Appliances,Electronics,Speakers,Electronics
1229,139370,U&Me Portable Bluetooth Speaker Golf,U&Me Portable Bluetooth Speaker Golf,1999.00 ,https://www.ezmall.com/electronics-appliances/electronics/speakers/u-me-portable-bluetooth-speaker-golf/1020429,https://cdn.ezmall.com/0/images/product/139370/01_139370_U_Me_Portable_Bluetooth_Speaker_Golf_Green_367X477.jpg,U&Me,"GREEN,RED",0.00 INR,no size,Electronics & Appliances,Electronics,Speakers,Electronics
1230,139372,U&Me Wireless Bluetooth Neckband B11,U&Me Wireless Bluetooth Neckband B11,1999.00 ,https://www.ezmall.com/electronics-appliances/electronics/audio/ear-pods/u-me-wireless-bluetooth-neckband-b11/1020433,https://cdn.ezmall.com/0/images/product/139372/01_BLUTOOTH_WIRELESS_FLEXIBLE_EARPHONE_367X477.jpg,U&Me,no color,0.00 INR,no size,Electronics & Appliances,Electronics,Audio,Electronics
1231,139373,U&Me Wireless Headset,U&Me Wireless Headset- Black SH12,1999.00 ,https://www.ezmall.com/electronics-appliances/electronics/audio/u-me-wireless-headset/1020441,https://cdn.ezmall.com/0/images/product/139373/06_139373_Blutooth_Headphone_2_color_option_367X477.jpg,U&Me,"BLACK,WHITE",0.00 INR,no size,Electronics & Appliances,Electronics,Audio,Electronics
1232,139374,LaVite 380 Watt Mixer Grinder Blender + Jars + 3 Pcs SS Knife Free,LaVite Cherie Compact Powerful Mixer Grinder Blender 3 Jars 380W+Get Free 3pcs SS Knife worth Rs.599,3999.00 ,https://www.ezmall.com/electronics-appliances/kitchen-appliances/mixer-juicer-grinder/lavite-380-watt-mixer-grinder-blender-jars-3-pcs-ss-knife-free/1020445,https://cdn.ezmall.com/0/images/product/139374/New_01_Mixer_Grinder_Blender_380_w_367X477.jpg,LaVite,no color,201.00 INR,no size,Electronics & Appliances,Kitchen Appliances,Mixer Juicer Grinder,Home & Garden
1233,139375,Pick Any 1 Fancy Woollen Shrug,Pick Any 1 Fancy Woollen Shrug,2999.00 ,https://www.ezmall.com/women/ethnic-wear/kurtas-suits/kurtas/pick-any-1-fancy-woollen-shrug/1020447,https://cdn.ezmall.com/0/images/product/139375/13_Pick_Any_1_Fancy_Wollen_Sharug_367X477.jpg,Woolkraft,"BLACK,WHITE,RED,BEIGE,GREY",101.00 INR,no size,Women,Ethnic Wear,Kurtas & Suits,Apparel & Accessories
1234,139376,Pack of 3 Fancy Foil Print Kurtas,Pack of 3 Fancy Foil Print Kurtas,1800.00 ,https://www.ezmall.com/women/ethnic-wear/kurtas-suits/kurtas/pack-of-3-fancy-foil-print-kurtas/1020457,https://cdn.ezmall.com/0/images/product/139376/01_Pack_of_3_Fancy_Foil_Print_Kurtas_367X477.jpg,The Dharjee,no color,51.00 INR,"M,S,XL,L,XXL",Women,Ethnic Wear,Kurtas & Suits,Apparel & Accessories
1235,139377,Pack of 3 Foil Print Fashion Kurtas,Pack of 3 Foil Print Fashion Kurtas,1800.00 ,https://www.ezmall.com/women/ethnic-wear/kurtas-suits/kurtas/pack-of-3-foil-print-fashion-kurtas/1020459,https://cdn.ezmall.com/0/images/product/139377/01_Pack_Of_3_Foil_Print_Fashion_Kurta_367X477.jpg,The Dharjee,no color,51.00 INR,"M,L,XL,S,XXL",Women,Ethnic Wear,Kurtas & Suits,Apparel & Accessories
1236,139378,Pick Any 1 A-line Print Kurta Dress,Pick Any 1 A-line Print Kurta Dress,1800.00 ,https://www.ezmall.com/women/ethnic-wear/kurtas-suits/kurtas/pick-any-1-a-line-print-kurta-dress/1020465,https://cdn.ezmall.com/0/images/product/139378/01_Pick_Any_1_A_line_Print_Kurta_367X477.jpg,The Dharjee,"BLUE,MUSTARD,BEIGE",51.00 INR,"XL,M,L,S,XXL",Women,Ethnic Wear,Kurtas & Suits,Apparel & Accessories
1237,139379,Pick Any 1 Modern Foil Print Kurta Dress,Pick Any 1 Modern Foil Print Kurta Dress,1800.00 ,https://www.ezmall.com/women/ethnic-wear/kurtas-suits/kurtas/pick-any-1-modern-foil-print-kurta-dress/1020467,https://cdn.ezmall.com/0/images/product/139379/01_Pick_Any_1_Modern_Foil_Print_Kurta_Dress_367X477.jpg,The Dharjee,"GREY,BLUE",51.00 INR,"M,L,XL,S,XXL",Women,Ethnic Wear,Kurtas & Suits,Apparel & Accessories
1238,139380,Pack of 3 Foil Print Party Kurtas,Pack of 3 Foil Print Party Kurtas,1800.00 ,https://www.ezmall.com/women/ethnic-wear/kurtas-suits/kurtas/pack-of-3-foil-print-party-kurtas/1020469,https://cdn.ezmall.com/0/images/product/139380/01_Pack_Of_3_Foil_Print_Party_Kurtas_367X477.jpg,The Dharjee,no color,51.00 INR,"XXL,M,L,S,XL",Women,Ethnic Wear,Kurtas & Suits,Apparel & Accessories
1239,139382,Festive Collection Pack of 3 Kurta,Festive Collection Pack of 3 Kurta,2999.00 ,https://www.ezmall.com/women/ethnic-wear/kurtas-suits/kurtas/festive-collection-pack-of-3-kurta/1020545,https://cdn.ezmall.com/0/images/product/139382/01_Festive_Collection_Pack_Of_3_Kurta_367X477.jpg,Priyaksh,no color,101.00 INR,"XXL,L,XL,M",Women,Ethnic Wear,Kurtas & Suits,Apparel & Accessories
1240,139384,Alluring Collection Pick Any 1 Long Kurta Dress,Alluring Collection Pick Any 1 Long Kurta Dress,1999.00 ,https://www.ezmall.com/women/ethnic-wear/kurtas-suits/kurtas/alluring-collection-pick-any-1-long-kurta-dress/1020549,https://cdn.ezmall.com/0/images/product/139384/01_Pick_Any_1_Long_Kurta_Dress_367X477.jpg,Priyaksh,"RED,BLUE",51.00 INR,"M,L,XL,XXL",Women,Ethnic Wear,Kurtas & Suits,Apparel & Accessories
1241,139385,Pretty Collection Pack of 3 Kurta,Pretty Collection Pack of 3 Kurta,2999.00 ,https://www.ezmall.com/women/ethnic-wear/kurtas-suits/kurtas/pretty-collection-pack-of-3-kurta/1020551,https://cdn.ezmall.com/0/images/product/139385/01_Pretty_Collection_Pack_of_3_Kurta_367X477.jpg,Priyaksh,no color,101.00 INR,"XL,XXL,L,M",Women,Ethnic Wear,Kurtas & Suits,Apparel & Accessories
1242,139386,Daily Wear Collection Pack of 3 Kurta,Daily Wear Collection Pack of 3 Kurta,1999.00 ,https://www.ezmall.com/women/ethnic-wear/kurtas-suits/kurtas/daily-wear-collection-pack-of-3-kurta/1020553,https://cdn.ezmall.com/0/images/product/139386/01_Daily_Wear_Collection_Pack_Of_3_Kurta_367X477.jpg,Priyaksh,no color,51.00 INR,"M,L,XL,XXL",Women,Ethnic Wear,Kurtas & Suits,Apparel & Accessories
1243,139387,Double Spring Tummy Trimmer with Abs Wheel,Vihaan Double Spring Tummy Trimmer with abs wheel ,1999.00 ,https://www.ezmall.com/electronics-appliances/personal-care-appliances/trimmer/double-spring-tummy-trimmer-with-abs-wheel-/1020603,https://cdn.ezmall.com/0/images/product/139387/01_Doubile_Spring_Tummy_Trimmer_With_With_Abs_Wheel_367X477.jpg,Vihaan,no color,101.00 INR,no size,Electronics & Appliances,Personal Care Appliances,Trimmer,Health & Beauty
1244,139388,La' Forte 2 Ltr. Multi Purpose Cordless Electric Kettle with Food Steamer and Egg Boiling Tray,La' Forte 2 Ltr. Multi Purpose Cordless Electric Kettle with Food Steamer and Egg Boiling Tray,2499.00 ,https://www.ezmall.com/electronics-appliances/kitchen-appliances/electric-kettle/la'-forte-2-ltr.-multi-purpose-cordless-electric-kettle-with-food-steamer-and-egg-boiling-tray/1020651,https://cdn.ezmall.com/0/images/product/139388/01_Multi_Purpose_Cordless_Electric_Kettle_Food_Steamer_Egg_Boiling_Tray_367X477.jpg,La' Forte,no color,101.00 INR,no size,Electronics & Appliances,Kitchen Appliances,Electric Kettle,Home & Garden
1245,139389,Fat Burning Slimming Belt,Fat Burning Slimming Belt,1999.00 ,https://www.ezmall.com/electronics-appliances/health-appliances/-health-essential-kit/fat-burning-slimming-belt/1020653,https://cdn.ezmall.com/0/images/product/139389/01_Fat_Burning_Slimming_Belt_367X477.jpg,Innovative Ventures,no color,51.00 INR,no size,Electronics & Appliances,Health Appliances,Health Essential Kit,Health & Beauty
