,id,title,description,price,link,image_link,brand,color,shipping,size,custom_label_0,custom_label_1,custom_label_2,category
260,135959,Vorhang Premium Circular Print Cotton Double Bed Sheet With Two Pillow Cover,"Online Shopping for Vorhang Premium Circular Print Cotton Double Bed Sheet With Two Pillow Cover in India at discounted price. Check out latest collection at ezmall.com,  &#x2713; CASH on delivery &#x2713; Fast Shipping &#x2713; Hassle FREE Return Policy.",999.00 ,https://www.ezmall.com/home-kitchen/furnishings-furniture/bed-linen/bed-sheets/vorhang-premium-circular-print-cotton-double-bed-sheet-with-two-pillow-cover/142983,https://cdn.ezmall.com/0/images/product/135959/Bright_Collection_PO5_Bedsheet-01-zoom-N.jpg,Vorhang,no color,51.00 INR,no size,Home & Kitchen,Furnishings & Furniture,Bed Linen,Home & Garden
261,135965,Stripes and Floral Double Bedsheet with 2 Pillow Covers,Stripes and Floral Double Bedsheet with 2 Pillow Covers,899.00 ,https://www.ezmall.com/home-kitchen/furnishings-furniture/bed-linen/bed-sheets/stripes-and-floral-double-bedsheet-with-2-pillow-covers/142989,https://cdn.ezmall.com/0/images/product/135965/Stripes_and_floral_double_bedsheet_with_2_pillow_covers_by_furnishing_kingdom-Set-01.jpg,Furnishing Kingdom,no color,51.00 INR,no size,Home & Kitchen,Furnishings & Furniture,Bed Linen,Home & Garden
262,135967,Fabsom Nature Collection Bedsheet with 4 Pillow Covers and 1 Cushion Cover Color - Red,Fabsom Nature Collection Bedsheet with 4 Pillow Covers and 1 Cushion Cover Color - Red,1999.00 ,https://www.ezmall.com/home-kitchen/furnishings-furniture/bed-linen/bed-sheets/fabsom-nature-collection-bedsheet-with-4-pillow-covers-and-1-cushion-cover-color-red/142991,https://cdn.ezmall.com/0/images/product/135967/Nature_Collection_Pick_Any_One_Bedsheet2-Set-01.jpg,Fabsom,no color,51.00 INR,no size,Home & Kitchen,Furnishings & Furniture,Bed Linen,Home & Garden
263,135969,Pink Floral Double Bedsheet with 2 Pillow Covers,Pink Floral Double Bedsheet with 2 Pillow Covers,899.00 ,https://www.ezmall.com/home-kitchen/furnishings-furniture/bed-linen/bed-sheets/pink-floral-double-bedsheet-with-2-pillow-covers/142993,https://cdn.ezmall.com/0/images/product/135969/pink_floral_double_bedsheet_with_2_pillow_covers_by_furnishing_kingdom-Set-01.jpg,Furnishing Kingdom,no color,51.00 INR,no size,Home & Kitchen,Furnishings & Furniture,Bed Linen,Home & Garden
264,135971,Vorhang Premium Geometric and Floral Cotton Double Bed Sheet With Two Pillow Cover,"Online Shopping for Vorhang Premium Geometric and Floral Cotton Double Bed Sheet With Two Pillow Cover in India at discounted price. Check out latest collection at ezmall.com,  &#x2713; CASH on delivery &#x2713; Fast Shipping &#x2713; Hassle FREE Return Policy.",999.00 ,https://www.ezmall.com/home-kitchen/furnishings-furniture/bed-linen/bed-sheets/vorhang-premium-geometric-and-floral-cotton-double-bed-sheet-with-two-pillow-cover/142995,https://cdn.ezmall.com/0/images/product/135971/Bright_Collection_PO5_Bedsheet-02-zoom-N.jpg,Vorhang,no color,51.00 INR,no size,Home & Kitchen,Furnishings & Furniture,Bed Linen,Home & Garden
265,135973,Vorhang Premium watermark Cotton Double Bed Sheet With Two Pillow Cover,Vorhang Premium watermark Cotton Double Bed Sheet With Two Pillow Cover,999.00 ,https://www.ezmall.com/home-kitchen/furnishings-furniture/bed-linen/bed-sheets/vorhang-premium-watermark-cotton-double-bed-sheet-with-two-pillow-cover/142997,https://cdn.ezmall.com/0/images/product/135973/Bright_Collection_PO5_Bedsheet-Set-01.jpg,Vorhang,no color,51.00 INR,no size,Home & Kitchen,Furnishings & Furniture,Bed Linen,Home & Garden
266,135975,Beautiful Abstract Print Double Bedsheet with 2 Pillow Covers,Beautiful Abstract Print Double Bedsheet with 2 Pillow Covers,999.00 ,https://www.ezmall.com/home-kitchen/furnishings-furniture/bed-linen/bed-sheets/beautiful-abstract-print-double-bedsheet-with-2-pillow-covers/142999,https://cdn.ezmall.com/0/images/product/135975/Summer_Collection_Pack_Of_Four_Bedsheets-Set-01.jpg,About Home,no color,51.00 INR,no size,Home & Kitchen,Furnishings & Furniture,Bed Linen,Home & Garden
267,135983,Vorhang blue modern print Cotton Double Bed Sheet With Two Pillow Cover,"Online Shopping for Vorhang blue modern print Cotton Double Bed Sheet With Two Pillow Cover in India at discounted price. Check out latest collection at ezmall.com,  &#x2713; CASH on delivery &#x2713; Fast Shipping &#x2713; Hassle FREE Return Policy.",999.00 ,https://www.ezmall.com/home-kitchen/furnishings-furniture/bed-linen/bed-sheets/vorhang-blue-modern-print-cotton-double-bed-sheet-with-two-pillow-cover/143007,https://cdn.ezmall.com/0/images/product/135983/Pastel_Collection_Five_Double_Bedsheet_10_Pillow-01-zoom-N2.jpg,Vorhang,no color,51.00 INR,no size,Home & Kitchen,Furnishings & Furniture,Bed Linen,Home & Garden
268,135987,Red Floral Print On White Base Double Bedsheet with 2 Pillow Covers,Red Floral Print On White Base Double Bedsheet with 2 Pillow Covers,999.00 ,https://www.ezmall.com/home-kitchen/furnishings-furniture/bed-linen/bed-sheets/red-floral-print-on-white-base-double-bedsheet-with-2-pillow-covers/143011,https://cdn.ezmall.com/0/images/product/135987/Summer_Collection_Pack_Of_Four_Bedsheets-Set-01.jpg,About Home,no color,51.00 INR,no size,Home & Kitchen,Furnishings & Furniture,Bed Linen,Home & Garden
269,135989,Vorhang blue Cotton Double Bed Sheet With Two Pillow Cover,Vorhang blue Cotton Double Bed Sheet With Two Pillow Cover,999.00 ,https://www.ezmall.com/home-kitchen/furnishings-furniture/bed-linen/bed-sheets/vorhang-blue-cotton-double-bed-sheet-with-two-pillow-cover/143013,https://cdn.ezmall.com/0/images/product/135989/Vorhang_Indiana_Collection_Pk_Of_5_Cotton_Bedsheets_10_Pillow_Covers-Set-01.jpg,Vorhang,no color,51.00 INR,no size,Home & Kitchen,Furnishings & Furniture,Bed Linen,Home & Garden
270,135991,Vorhang Premium checkered Cotton Double Bed Sheet With Two Pillow Cover,"Online Shopping for Vorhang Premium checkered Cotton Double Bed Sheet With Two Pillow Cover in India at discounted price. Check out latest collection at ezmall.com,  &#x2713; CASH on delivery &#x2713; Fast Shipping &#x2713; Hassle FREE Return Policy.",999.00 ,https://www.ezmall.com/home-kitchen/furnishings-furniture/bed-linen/bed-sheets/vorhang-premium-checkered-cotton-double-bed-sheet-with-two-pillow-cover/143015,https://cdn.ezmall.com/0/images/product/135991/Bright_Collection_PO5_Bedsheet-01-zoom-N3.jpg,Vorhang,no color,51.00 INR,no size,Home & Kitchen,Furnishings & Furniture,Bed Linen,Home & Garden
271,135993,Blue Floral Double Bedsheet with 2 Pillow Covers,Blue Floral Double Bedsheet with 2 Pillow Covers,999.00 ,https://www.ezmall.com/home-kitchen/furnishings-furniture/bed-linen/bed-sheets/blue-floral-double-bedsheet-with-2-pillow-covers/143017,https://cdn.ezmall.com/0/images/product/135993/Summer_Collection_Pack_Of_Four_Bedsheets-Set-01.jpg,About Home,no color,51.00 INR,no size,Home & Kitchen,Furnishings & Furniture,Bed Linen,Home & Garden
272,136007,Vorhang soft red and white Cotton Double Bed Sheet With Two Pillow Cover,"Online Shopping for Vorhang soft red and white Cotton Double Bed Sheet With Two Pillow Cover in India at discounted price. Check out latest collection at ezmall.com,  &#x2713; CASH on delivery &#x2713; Fast Shipping &#x2713; Hassle FREE Return Policy.",999.00 ,https://www.ezmall.com/home-kitchen/furnishings-furniture/bed-linen/bed-sheets/vorhang-soft-red-and-white-cotton-double-bed-sheet-with-two-pillow-cover/143031,https://cdn.ezmall.com/0/images/product/136007/Pastel_Collection_Five_Double_Bedsheet_10_Pillow-Set-01.jpg,Vorhang,no color,51.00 INR,no size,Home & Kitchen,Furnishings & Furniture,Bed Linen,Home & Garden
273,136009,Multicolor Floral Double Bedsheet with 2 Pillow Covers,Multicolor Floral Double Bedsheet with 2 Pillow Covers,899.00 ,https://www.ezmall.com/home-kitchen/furnishings-furniture/bed-linen/bed-sheets/multicolor-floral-double-bedsheet-with-2-pillow-covers/143033,https://cdn.ezmall.com/0/images/product/136009/multicolor_floral_double_bedsheet_with_2_pillow_covers_by_furnishing_kingdom-Set-01.jpg,Furnishing Kingdom,no color,51.00 INR,no size,Home & Kitchen,Furnishings & Furniture,Bed Linen,Home & Garden
274,136011,Bold Floral Double Bedsheet with 2 Pillow Covers,Bold Floral Double Bedsheet with 2 Pillow Covers,899.00 ,https://www.ezmall.com/home-kitchen/furnishings-furniture/bed-linen/bed-sheets/bold-floral-double-bedsheet-with-2-pillow-covers/143035,https://cdn.ezmall.com/0/images/product/136011/Bold_floral_double_bedsheet_with_2_pillow_covers_by_furnishing_kingdom-Set-01.jpg,Furnishing Kingdom,no color,51.00 INR,no size,Home & Kitchen,Furnishings & Furniture,Bed Linen,Home & Garden
275,136015,Vorhang floral leaves pattern Cotton Double Bed Sheet With Two Pillow Cover,"Online Shopping for Vorhang floral leaves pattern Cotton Double Bed Sheet With Two Pillow Cover in India at discounted price. Check out latest collection at ezmall.com,  &#x2713; CASH on delivery &#x2713; Fast Shipping &#x2713; Hassle FREE Return Policy.",999.00 ,https://www.ezmall.com/home-kitchen/furnishings-furniture/bed-linen/bed-sheets/vorhang-floral-leaves-pattern-cotton-double-bed-sheet-with-two-pillow-cover/143039,https://cdn.ezmall.com/0/images/product/136015/21.jpg,Vorhang,no color,51.00 INR,no size,Home & Kitchen,Furnishings & Furniture,Bed Linen,Home & Garden
276,136017,Vorhang geometric Cotton Double Bed Sheet With Two Pillow Cover,Vorhang geometric Cotton Double Bed Sheet With Two Pillow Cover,999.00 ,https://www.ezmall.com/home-kitchen/furnishings-furniture/bed-linen/bed-sheets/vorhang-geometric-cotton-double-bed-sheet-with-two-pillow-cover/143041,https://cdn.ezmall.com/0/images/product/136017/Vorhang_Indiana_Collection_Pk_Of_5_Cotton_Bedsheets_10_Pillow_Covers-Set-01.jpg,Vorhang,no color,51.00 INR,no size,Home & Kitchen,Furnishings & Furniture,Bed Linen,Home & Garden
277,136021,Red and Beige Double Bedsheet with 2 Pillow Covers,Red and Beige Double Bedsheet with 2 Pillow Covers,899.00 ,https://www.ezmall.com/home-kitchen/furnishings-furniture/bed-linen/bed-sheets/red-and-beige-double-bedsheet-with-2-pillow-covers/143045,https://cdn.ezmall.com/0/images/product/136021/Red_and_beige_double_bedsheet_with_2_pillow_covers_by_furnishing_kingdom-Set-01.jpg,Furnishing Kingdom,no color,51.00 INR,no size,Home & Kitchen,Furnishings & Furniture,Bed Linen,Home & Garden
278,136027,Furniture Moving Trolley,"Online Shopping for Furniture Moving Trolley in India at discounted price. Check out latest collection at ezmall.com,  &#x2713; CASH on delivery &#x2713; Fast Shipping &#x2713; Hassle FREE Return Policy.",1500.00 ,https://www.ezmall.com/home-kitchen/furnishings-furniture/furniture/furniture-moving-trolley/143057,https://cdn.ezmall.com/0/images/product/136027/Easy_Move-001.jpg,Krauss,no color,51.00 INR,no size,Home & Kitchen,Furnishings & Furniture,Furniture,Furniture
279,136029,Columbus Sports shoes + Floaters + Flip flops for Women,"Online Shopping for Columbus Sports shoes + Floaters + Flip flops for Women in India at discounted price. Check out latest collection at ezmall.com,  &#x2713; CASH on delivery &#x2713; Fast Shipping &#x2713; Hassle FREE Return Policy.",1487.00 ,https://www.ezmall.com/women/women-footwear/sports/columbus-sports-shoes-floaters-flip-flops-for-women/143063,https://cdn.ezmall.com/0/images/product/136029/1_Sports_Shoe_1_Floaters_1_Flip_Flops_By_Columbus-Set-001.jpg,Columbus,no color,101.00 INR,"5,4,7,6",Women,Women Footwear,Sports,Apparel & Accessories
280,136031,Floral Beautiful Double Bedsheet with 2 Pillow Covers,Floral Beautiful Double Bedsheet with 2 Pillow Covers,899.00 ,https://www.ezmall.com/home-kitchen/furnishings-furniture/bed-linen/bed-sheets/floral-beautiful-double-bedsheet-with-2-pillow-covers/143085,https://cdn.ezmall.com/0/images/product/136031/Pack_Of_Six_Shape_Story_Bedsheet_Collection-Set-01.jpg,Dailz,no color,51.00 INR,no size,Home & Kitchen,Furnishings & Furniture,Bed Linen,Home & Garden
281,136032,Blue Ombree Double Bedsheet with 2 Pillow Covers,Blue Ombree Double Bedsheet with 2 Pillow Covers,899.00 ,https://www.ezmall.com/home-kitchen/furnishings-furniture/bed-linen/bed-sheets/blue-ombree-double-bedsheet-with-2-pillow-covers/143087,https://cdn.ezmall.com/0/images/product/136032/Pack_Of_Six_Shape_Story_Bedsheet_Collection-Set-01.jpg,Dailz,no color,51.00 INR,no size,Home & Kitchen,Furnishings & Furniture,Bed Linen,Home & Garden
282,136033,Vorhang Polka Dots Double Bedsheet with 2 Pillow Covers,"Online Shopping for Vorhang Polka Dots Double Bedsheet with 2 Pillow Covers in India at discounted price. Check out latest collection at ezmall.com,  &#x2713; CASH on delivery &#x2713; Fast Shipping &#x2713; Hassle FREE Return Policy.",999.00 ,https://www.ezmall.com/home-kitchen/furnishings-furniture/bed-linen/bed-sheets/vorhang-polka-dots-double-bedsheet-with-2-pillow-covers/143089,https://cdn.ezmall.com/0/images/product/136033/Pack_Of_5_Absolute_Bedsheet_Collection-Set-001.jpg,Vorhang,no color,51.00 INR,no size,Home & Kitchen,Furnishings & Furniture,Bed Linen,Home & Garden
283,136034,Vorhang Floral Scroll Pattern Double Bedsheet with 2 Pillow Covers,"Online Shopping for Vorhang Floral Scroll Pattern Double Bedsheet with 2 Pillow Covers in India at discounted price. Check out latest collection at ezmall.com,  &#x2713; CASH on delivery &#x2713; Fast Shipping &#x2713; Hassle FREE Return Policy.",999.00 ,https://www.ezmall.com/home-kitchen/furnishings-furniture/bed-linen/bed-sheets/vorhang-floral-scroll-pattern-double-bedsheet-with-2-pillow-covers/143091,https://cdn.ezmall.com/0/images/product/136034/Pack_Of_5_Absolute_Bedsheet_Collection-001-zoom-n.jpg,Vorhang,no color,51.00 INR,no size,Home & Kitchen,Furnishings & Furniture,Bed Linen,Home & Garden
284,136037,Zig Zag Print Double Bedsheet with 2 Pillow Covers,Zig Zag Print Double Bedsheet with 2 Pillow Covers,899.00 ,https://www.ezmall.com/home-kitchen/furnishings-furniture/bed-linen/bed-sheets/zig-zag-print-double-bedsheet-with-2-pillow-covers/143097,https://cdn.ezmall.com/0/images/product/136037/Pack_Of_Six_Shape_Story_Bedsheet_Collection-Set-01.jpg,Dailz,no color,51.00 INR,no size,Home & Kitchen,Furnishings & Furniture,Bed Linen,Home & Garden
285,136038,Vorhang Blue Checker Double Bedsheet with 2 Pillow Covers,"Online Shopping for Vorhang Blue Checker Double Bedsheet with 2 Pillow Covers in India at discounted price. Check out latest collection at ezmall.com,  &#x2713; CASH on delivery &#x2713; Fast Shipping &#x2713; Hassle FREE Return Policy.",999.00 ,https://www.ezmall.com/home-kitchen/furnishings-furniture/bed-linen/bed-sheets/vorhang-blue-checker-double-bedsheet-with-2-pillow-covers/143099,https://cdn.ezmall.com/0/images/product/136038/Pack_Of_5_Absolute_Bedsheet_Collection-001-zoom-N2.jpg,Vorhang,no color,51.00 INR,no size,Home & Kitchen,Furnishings & Furniture,Bed Linen,Home & Garden
286,136040,Blue Checkered Print Double Bedsheet with 2 Pillow Covers,"Online Shopping for Blue Checkered Print Double Bedsheet with 2 Pillow Covers in India at discounted price. Check out latest collection at ezmall.com,  &#x2713; CASH on delivery &#x2713; Fast Shipping &#x2713; Hassle FREE Return Policy.",899.00 ,https://www.ezmall.com/home-kitchen/furnishings-furniture/bed-linen/bed-sheets/blue-checkered-print-double-bedsheet-with-2-pillow-covers/143103,https://cdn.ezmall.com/0/images/product/136040/Pack_Of_Six_Shape_Story_Bedsheet_Collection-01-zoom-N.jpg,Dailz,no color,51.00 INR,no size,Home & Kitchen,Furnishings & Furniture,Bed Linen,Home & Garden
287,136042,Vorhang Geometric Diamond Double Bedsheet with 2 Pillow Covers,"Online Shopping for Vorhang Geometric Diamond Double Bedsheet with 2 Pillow Covers in India at discounted price. Check out latest collection at ezmall.com,  &#x2713; CASH on delivery &#x2713; Fast Shipping &#x2713; Hassle FREE Return Policy.",999.00 ,https://www.ezmall.com/home-kitchen/furnishings-furniture/bed-linen/bed-sheets/vorhang-geometric-diamond-double-bedsheet-with-2-pillow-covers/143107,https://cdn.ezmall.com/0/images/product/136042/Pack_Of_5_Absolute_Bedsheet_Collection-001-zoom-N3.jpg,Vorhang,no color,51.00 INR,no size,Home & Kitchen,Furnishings & Furniture,Bed Linen,Home & Garden
288,136044,Triangle Print Double Bedsheet with 2 Pillow Covers,"Online Shopping for Triangle Print Double Bedsheet with 2 Pillow Covers in India at discounted price. Check out latest collection at ezmall.com,  &#x2713; CASH on delivery &#x2713; Fast Shipping &#x2713; Hassle FREE Return Policy.",899.00 ,https://www.ezmall.com/home-kitchen/furnishings-furniture/bed-linen/bed-sheets/triangle-print-double-bedsheet-with-2-pillow-covers/143111,https://cdn.ezmall.com/0/images/product/136044/Pack_Of_Six_Shape_Story_Bedsheet_Collection-Set-01.jpg,Dailz,no color,51.00 INR,no size,Home & Kitchen,Furnishings & Furniture,Bed Linen,Home & Garden
289,136045,Vorhang Floral Red and Orange Double Bedsheet with 2 Pillow Covers,Vorhang Floral Red and Orange Double Bedsheet with 2 Pillow Covers,999.00 ,https://www.ezmall.com/home-kitchen/furnishings-furniture/bed-linen/bed-sheets/vorhang-floral-red-and-orange-double-bedsheet-with-2-pillow-covers/143113,https://cdn.ezmall.com/0/images/product/136045/Pack_Of_5_Absolute_Bedsheet_Collection-Set-005.jpg,Vorhang,no color,51.00 INR,no size,Home & Kitchen,Furnishings & Furniture,Bed Linen,Home & Garden
290,136047,Pack of 12 Korean Face Masks,"Online Shopping for Pack of 12 Korean Face Masks in India at discounted price. Check out latest collection at ezmall.com,  &#x2713; CASH on delivery &#x2713; Fast Shipping &#x2713; Hassle FREE Return Policy.",1200.00 ,https://www.ezmall.com/women/beauty-personal-care/body-skin-care/facial-kits/pack-of-12-korean-face-masks/143125,https://cdn.ezmall.com/0/images/product/136047/Korean_Facepack-Set-001.jpg,PLAN 36.5,no color,51.00 INR,no size,Women,Beauty & Personal Care,Body & Skin Care,Health & Beauty
291,136049,Pack of 3 Printed Shirts,Pack of 3 Printed Shirts,2997.00 ,https://www.ezmall.com/men/top-wear/casual-shirts/pack-of-3-printed-shirts/153421,https://cdn.ezmall.com/0/images/product/136049/PO3_Printed_Shirts_Balance-Set-001.jpg,Balance,no color,51.00 INR,"L,M,S,XL,XXL",Men,Top Wear,Casual Shirts,Apparel & Accessories
292,136051,Pack of 3 Dressy Top,"Online Shopping for Pack of 3 Dressy Top in India at discounted price. Check out latest collection at ezmall.com,  &#x2713; CASH on delivery &#x2713; Fast Shipping &#x2713; Hassle FREE Return Policy.",2997.00 ,https://www.ezmall.com/women/western-wear/t-shirts-tops-shirts/tops/pack-of-3-dressy-top/153429,https://cdn.ezmall.com/0/images/product/136051/Pack_of_3_Dressy_Top_New-Set-001.jpg,Bloomeri,no color,101.00 INR,"M,S,XXL,XL,L",Women,Western Wear,"T Shirts, Tops & Shirts",Apparel & Accessories
293,136056,Red Tape Blue Walking Sports Shoes,"Online Shopping for Red Tape Blue Walking Sports Shoes in India at discounted price. Check out latest collection at ezmall.com,  &#x2713; CASH on delivery &#x2713; Fast Shipping &#x2713; Hassle FREE Return Policy.",5595.00 ,https://www.ezmall.com/men/footwear/sports-shoes/red-tape-blue-walking-sports-shoes/160141,https://cdn.ezmall.com/0/images/product/136056/Red_Tape_Blue_Walking_Sports_Shoe-Set-002.jpg,Red Tape,no color,151.00 INR,"6,12,9,11,8,7,10",Men,Footwear,Sports Shoes,Apparel & Accessories
294,136057,Red Tape Black Athleisure Walking Shoes,"Online Shopping for Red Tape Black in India athleisure Walking Shoes in India at discounted price. Check out latest collection at ezmall.com,  &#x2713; CASH on delivery &#x2713; Fast Shipping &#x2713; Hassle FREE Return Policy.",4795.00 ,https://www.ezmall.com/men/footwear/sports-shoes/red-tape-black-athleisure-walking-shoes/160143,https://cdn.ezmall.com/0/images/product/136057/Red_Tape_Black_Athleisure_Walking_Shoes-Set-001.jpg,Red Tape,no color,151.00 INR,"8,9,6,12,7,11,10",Men,Footwear,Sports Shoes,Apparel & Accessories
295,136058,Red Tape Grey Athleisure Sports Shoes,"Online Shopping for Red Tape Grey in India athleisure Sports Shoes in India at discounted price. Check out latest collection at ezmall.com,  &#x2713; CASH on delivery &#x2713; Fast Shipping &#x2713; Hassle FREE Return Policy.",5395.00 ,https://www.ezmall.com/men/footwear/sports-shoes/red-tape-grey-athleisure-sports-shoes/160145,https://cdn.ezmall.com/0/images/product/136058/Red_Tape_Grey_Athleisure_Sports_Shoes-Set-001.jpg,Red Tape,no color,151.00 INR,"9,12,8,6,10,11,7",Men,Footwear,Sports Shoes,Apparel & Accessories
296,136059,Red Tape Women Blue Running Shoes,"Online Shopping for Red Tape Women Blue Running Shoes in India at discounted price. Check out latest collection at ezmall.com,  &#x2713; CASH on delivery &#x2713; Fast Shipping &#x2713; Hassle FREE Return Policy.",4295.00 ,https://www.ezmall.com/women/women-footwear/sports/red-tape-women-blue-running-shoes/160149,https://cdn.ezmall.com/0/images/product/136059/Redtape-women-blue-running-shoes-001.jpg,Red Tape,no color,151.00 INR,"5,7,2,6,4,3",Women,Women Footwear,Sports,Apparel & Accessories
297,136060,Red Tape Blue Athleisure Sports Shoe,"Online Shopping for Red Tape Blue in India athleisure Sports Shoe in India at discounted price. Check out latest collection at ezmall.com,  &#x2713; CASH on delivery &#x2713; Fast Shipping &#x2713; Hassle FREE Return Policy.",5395.00 ,https://www.ezmall.com/men/footwear/sports-shoes/red-tape-blue-athleisure-sports-shoe/160151,https://cdn.ezmall.com/0/images/product/136060/Red_Tape_Blue_Athleisure_Sports_Shoes-Set-001.jpg,Red Tape,no color,151.00 INR,"8,6,7,11,9,10,12",Men,Footwear,Sports Shoes,Apparel & Accessories
298,136061,Red Tape Women Black Running Shoes,"Online Shopping for Red Tape Women Black Running Shoes in India at discounted price. Check out latest collection at ezmall.com,  &#x2713; CASH on delivery &#x2713; Fast Shipping &#x2713; Hassle FREE Return Policy.",4295.00 ,https://www.ezmall.com/women/women-footwear/sports/red-tape-women-black-running-shoes/160153,https://cdn.ezmall.com/0/images/product/136061/Redtape-women-black-running-shoes-001.jpg,Red Tape,no color,151.00 INR,"7,5,6,3,4,2",Women,Women Footwear,Sports,Apparel & Accessories
299,136062,Mode by Red Tape Women Pink Solid Canvas Mules,"Online Shopping for Mode by Red Tape Women Pink Solid Canvas Mules in India at discounted price. Check out latest collection at ezmall.com,  &#x2713; CASH on delivery &#x2713; Fast Shipping &#x2713; Hassle FREE Return Policy.",2495.00 ,https://www.ezmall.com/women/women-footwear/casual/mode-by-red-tape-women-pink-solid-canvas-mules/160155,https://cdn.ezmall.com/0/images/product/136062/Mode_By_Red_Tape_Pink_Solid_Canvas_Mules-Set-001.jpg,Mode by Red Tape,no color,101.00 INR,"4,3,5,6.5,6",Women,Women Footwear,Casual,Apparel & Accessories
300,136063,Red Tape Black Athleisure Sports Shoe,"Online Shopping for Red Tape Black in India athleisure Sports Shoe in India at discounted price. Check out latest collection at ezmall.com,  &#x2713; CASH on delivery &#x2713; Fast Shipping &#x2713; Hassle FREE Return Policy.",5395.00 ,https://www.ezmall.com/men/footwear/sports-shoes/red-tape-black-athleisure-sports-shoe/160157,https://cdn.ezmall.com/0/images/product/136063/Red_Tape_Black_Athleisure_Sports_Shoe-Set-001.jpg,Red Tape,no color,151.00 INR,"6,10,8,9,12,7,11",Men,Footwear,Sports Shoes,Apparel & Accessories
301,136064,Red Tape Black Lace Up Sports Shoe,"Online Shopping for Red Tape Black Lace Up Sports Shoe in India at discounted price. Check out latest collection at ezmall.com,  &#x2713; CASH on delivery &#x2713; Fast Shipping &#x2713; Hassle FREE Return Policy.",5395.00 ,https://www.ezmall.com/men/footwear/sports-shoes/red-tape-black-lace-up-sports-shoe/160161,https://cdn.ezmall.com/0/images/product/136064/Red_Tape_Black_Lace_Up_Sports_Shoes-Set-001.jpg,Red Tape,no color,151.00 INR,"8,9,7,12,10,11,6",Men,Footwear,Sports Shoes,Apparel & Accessories
302,136065,Mode by Red Tape Women Black Woven Canvas Mules,"Online Shopping for Mode by Red Tape Women Black Woven Canvas Mules in India at discounted price. Check out latest collection at ezmall.com,  &#x2713; CASH on delivery &#x2713; Fast Shipping &#x2713; Hassle FREE Return Policy.",2495.00 ,https://www.ezmall.com/women/women-footwear/casual/mode-by-red-tape-women-black-woven-canvas-mules/160163,https://cdn.ezmall.com/0/images/product/136065/Mode_By_Red_Tape_Women_Black_Woven_Canvas_Mules-Set-001.jpg,Mode by Red Tape,no color,101.00 INR,"4,6.5,5,6,3",Women,Women Footwear,Casual,Apparel & Accessories
303,136066,Red Tape Blue Sports Shoe,"Online Shopping for Red Tape Blue Sports Shoe in India at discounted price. Check out latest collection at ezmall.com,  &#x2713; CASH on delivery &#x2713; Fast Shipping &#x2713; Hassle FREE Return Policy.",4695.00 ,https://www.ezmall.com/men/footwear/sports-shoes/red-tape-blue-sports-shoe/160167,https://cdn.ezmall.com/0/images/product/136066/Red_Tape_Blue_Sports_Shoes-Set-001.jpg,Red Tape,no color,151.00 INR,"12,11,8,10,7,9,6",Men,Footwear,Sports Shoes,Apparel & Accessories
304,136067,Mode by Red Tape Women Camel Sandals,"Online Shopping for Mode by Red Tape Women Camel Sandals in India at discounted price. Check out latest collection at ezmall.com,  &#x2713; CASH on delivery &#x2713; Fast Shipping &#x2713; Hassle FREE Return Policy.",3295.00 ,https://www.ezmall.com/women/women-footwear/sandals/mode-by-red-tape-women-camel-sandals/160173,https://cdn.ezmall.com/0/images/product/136067/Mode_By_Red_Tape-_Women_Camel_Sandals-Set-001.jpg,Mode by Red Tape,no color,151.00 INR,"3,6,5,6.5,4",Women,Women Footwear,Sandals,Apparel & Accessories
305,136068,Red Tape Women Grey Athleisure Running Shoes,"Online Shopping for Red Tape Women Grey in India athleisure Running Shoes in India at discounted price. Check out latest collection at ezmall.com,  &#x2713; CASH on delivery &#x2713; Fast Shipping &#x2713; Hassle FREE Return Policy.",4295.00 ,https://www.ezmall.com/women/women-footwear/sports/red-tape-women-grey-athleisure-running-shoes/160175,https://cdn.ezmall.com/0/images/product/136068/Redtape-women-Grey-Athleisure-running-shoe-001.jpg,Red Tape,no color,151.00 INR,"2,3,6,5,7,4",Women,Women Footwear,Sports,Apparel & Accessories
306,136069,Mode by Red Tape Women Beige Solid Mules,"Online Shopping for Mode by Red Tape Women Beige Solid Mules in India at discounted price. Check out latest collection at ezmall.com,  &#x2713; CASH on delivery &#x2713; Fast Shipping &#x2713; Hassle FREE Return Policy.",2495.00 ,https://www.ezmall.com/women/women-footwear/casual/mode-by-red-tape-women-beige-solid-mules/160177,https://cdn.ezmall.com/0/images/product/136069/Mode_By_Red_Tape_Women_Beige_Solid_Mules-Set-001.jpg,Mode by Red Tape,no color,101.00 INR,"4,6.5,3,5,6",Women,Women Footwear,Casual,Apparel & Accessories
307,136070,Red Tape Women Blue Athleisure Running Shoes,"Online Shopping for Red Tape Women Blue in India athleisure Running Shoes in India at discounted price. Check out latest collection at ezmall.com,  &#x2713; CASH on delivery &#x2713; Fast Shipping &#x2713; Hassle FREE Return Policy.",4295.00 ,https://www.ezmall.com/women/women-footwear/sports/red-tape-women-blue-athleisure-running-shoes/160179,https://cdn.ezmall.com/0/images/product/136070/Redtape-women-Blue-athleisure-running-shoes-001.jpg,Red Tape,no color,151.00 INR,"7,6,5,3,4,2",Women,Women Footwear,Sports,Apparel & Accessories
